20170326	MB432	Q0	616318621489344513	1	9	ISI
20170326	MB432	Q0	619960883754602496	2	8	ISI
20170326	MB432	Q0	619960334296559616	3	8	ISI
20170326	MB432	Q0	619959797434068992	4	8	ISI
20170326	MB432	Q0	619959705163595776	5	8	ISI
20170326	MB432	Q0	616318390790148096	6	8	ISI
20170326	MB432	Q0	616318285919862784	7	8	ISI
20170326	MB432	Q0	616306097276633088	8	8	ISI
20170326	MB432	Q0	616305577174528000	9	8	ISI
20170326	MB432	Q0	619961051539484673	10	7	ISI
20170326	MB432	Q0	619961001207660544	11	7	ISI
20170326	MB432	Q0	619960841824153600	12	7	ISI
20170326	MB432	Q0	619960770500161536	13	7	ISI
20170326	MB432	Q0	619960766314225664	14	7	ISI
20170326	MB432	Q0	619960497874448384	15	7	ISI
20170326	MB432	Q0	619960388835094528	16	7	ISI
20170326	MB432	Q0	619960309156065280	17	7	ISI
20170326	MB432	Q0	619960208476012545	18	7	ISI
20170326	MB432	Q0	619960149764083712	19	7	ISI
20170326	MB432	Q0	619960141383892992	20	7	ISI
20170326	MB432	Q0	619960099415674880	21	7	ISI
20170326	MB432	Q0	619959877121765376	22	7	ISI
20170326	MB432	Q0	619959864538828800	23	7	ISI
20170326	MB432	Q0	619959822595846144	24	7	ISI
20170326	MB432	Q0	619959818414104576	25	7	ISI
20170326	MB432	Q0	619959738713804800	26	7	ISI
20170326	MB432	Q0	619959629661863936	27	7	ISI
20170326	MB432	Q0	619959583524716544	28	7	ISI
20170326	MB432	Q0	619959432542187520	29	7	ISI
20170326	MB432	Q0	616318738929860608	30	7	ISI
20170326	MB432	Q0	616318680176025600	31	7	ISI
20170326	MB432	Q0	616318554363834368	32	7	ISI
20170326	MB432	Q0	616318432724807680	33	7	ISI
20170326	MB432	Q0	616318420154454016	34	7	ISI
20170326	MB432	Q0	616318285928353792	35	7	ISI
20170326	MB432	Q0	616318206240780288	36	7	ISI
20170326	MB432	Q0	616318189442482176	37	7	ISI
20170326	MB432	Q0	616306168592338944	38	7	ISI
20170326	MB432	Q0	616306122429874177	39	7	ISI
20170326	MB432	Q0	616306105661132800	40	7	ISI
20170326	MB432	Q0	616306034353639425	41	7	ISI
20170326	MB432	Q0	616305828858101760	42	7	ISI
20170326	MB432	Q0	616305489115156480	43	7	ISI
20170326	MB432	Q0	616305426183913472	44	7	ISI
20170326	MB432	Q0	616305388439400448	45	7	ISI
20170326	MB432	Q0	616305375847936000	46	7	ISI
20170326	MB331	Q0	619960552404746240	1	8	ISI
20170326	MB331	Q0	619960099415674880	2	8	ISI
20170326	MB331	Q0	616305841411649537	3	8	ISI
20170326	MB331	Q0	616305812085063680	4	8	ISI
20170326	MB331	Q0	619961068295692288	5	7	ISI
20170326	MB331	Q0	619961001203662849	6	7	ISI
20170326	MB331	Q0	619960866981593089	7	7	ISI
20170326	MB331	Q0	619960825026060288	8	7	ISI
20170326	MB331	Q0	619960539821703168	9	7	ISI
20170326	MB331	Q0	619960485308280832	10	7	ISI
20170326	MB331	Q0	619960485283299328	11	7	ISI
20170326	MB331	Q0	619960439162671104	12	7	ISI
20170326	MB331	Q0	619960296572981248	13	7	ISI
20170326	MB331	Q0	619960049075662850	14	7	ISI
20170326	MB331	Q0	619960028104163328	15	7	ISI
20170326	MB331	Q0	619959927461781505	16	7	ISI
20170326	MB331	Q0	619959797434068992	17	7	ISI
20170326	MB331	Q0	619959742920835072	18	7	ISI
20170326	MB331	Q0	619959705163595776	19	7	ISI
20170326	MB331	Q0	619959491258413058	20	7	ISI
20170326	MB331	Q0	616318780852039681	21	7	ISI
20170326	MB331	Q0	616318743086526464	22	7	ISI
20170326	MB331	Q0	616318734727290880	23	7	ISI
20170326	MB331	Q0	616318717950042112	24	7	ISI
20170326	MB331	Q0	616318709569859584	25	7	ISI
20170326	MB331	Q0	616318596298506240	26	7	ISI
20170326	MB331	Q0	616318525016252416	27	7	ISI
20170326	MB331	Q0	616318365624365056	28	7	ISI
20170326	MB331	Q0	616318340462723072	29	7	ISI
20170326	MB331	Q0	616306185365368833	30	7	ISI
20170326	MB331	Q0	616306176976941057	31	7	ISI
20170326	MB331	Q0	616306139207041024	32	7	ISI
20170326	MB331	Q0	616306088875585539	33	7	ISI
20170326	MB331	Q0	616305963067437056	34	7	ISI
20170326	MB331	Q0	616305942083280897	35	7	ISI
20170326	MB331	Q0	616305874970152960	36	7	ISI
20170326	MB331	Q0	616305874961707009	37	7	ISI
20170326	MB331	Q0	616305812051378176	38	7	ISI
20170326	MB331	Q0	616305728169619456	39	7	ISI
20170326	MB331	Q0	616305719776792576	40	7	ISI
20170326	MB331	Q0	616305698826096640	41	7	ISI
20170326	MB331	Q0	616305648503029760	42	7	ISI
20170326	MB331	Q0	616305619117703168	43	7	ISI
20170326	MB331	Q0	616305510086803457	44	7	ISI
20170326	MB331	Q0	616305476507045888	45	7	ISI
20170326	MB331	Q0	616305472346435585	46	7	ISI
20170326	MB400	Q0	619959352842006528	1	7	ISI
20170326	MB339	Q0	619960552404746240	1	7	ISI
20170326	MB434	Q0	619960766314225664	1	8	ISI
20170326	MB434	Q0	619959726139424768	2	8	ISI
20170326	MB434	Q0	616318596298506240	3	8	ISI
20170326	MB434	Q0	616305489115156480	4	8	ISI
20170326	MB434	Q0	619959491258413058	5	7	ISI
20170326	MB434	Q0	616318709569859584	6	7	ISI
20170326	MB434	Q0	616318403381489664	7	7	ISI
20170326	MB434	Q0	616306097264046081	8	7	ISI
20170326	MB434	Q0	616305401043263488	9	7	ISI
20170326	MB434	Q0	616305350690623488	10	7	ISI
20170326	MB253	Q0	616306005006241792	1	10	ISI
20170326	MB253	Q0	616318852138409986	2	9	ISI
20170326	MB253	Q0	616318768252329984	3	9	ISI
20170326	MB253	Q0	616318327850467328	4	9	ISI
20170326	MB253	Q0	616306248267485184	5	9	ISI
20170326	MB253	Q0	616306025956777984	6	9	ISI
20170326	MB253	Q0	619960825026060288	7	8	ISI
20170326	MB253	Q0	619960820831768577	8	8	ISI
20170326	MB253	Q0	619960816662618112	9	8	ISI
20170326	MB253	Q0	619960749562179584	10	8	ISI
20170326	MB253	Q0	619960636299177984	11	8	ISI
20170326	MB253	Q0	619960548223025152	12	8	ISI
20170326	MB253	Q0	619960338516062208	13	8	ISI
20170326	MB253	Q0	619960300742139904	14	8	ISI
20170326	MB253	Q0	619960246241378304	15	8	ISI
20170326	MB253	Q0	619960246207799296	16	8	ISI
20170326	MB253	Q0	619960162355273728	17	8	ISI
20170326	MB253	Q0	619960099415674880	18	8	ISI
20170326	MB253	Q0	619959927461781505	19	8	ISI
20170326	MB253	Q0	619959742920835072	20	8	ISI
20170326	MB253	Q0	619959524817043456	21	8	ISI
20170326	MB253	Q0	619959361218048000	22	8	ISI
20170326	MB253	Q0	619959352842006528	23	8	ISI
20170326	MB253	Q0	616318831204675584	24	8	ISI
20170326	MB253	Q0	616318738929860608	25	8	ISI
20170326	MB253	Q0	616318705362993156	26	8	ISI
20170326	MB253	Q0	616318491457646592	27	8	ISI
20170326	MB253	Q0	616318344644415488	28	8	ISI
20170326	MB253	Q0	616318298494488576	29	8	ISI
20170326	MB253	Q0	616318264960880640	30	8	ISI
20170326	MB253	Q0	616318206240780288	31	8	ISI
20170326	MB253	Q0	616318172694749186	32	8	ISI
20170326	MB253	Q0	616306218932563969	33	8	ISI
20170326	MB253	Q0	616306088875585539	34	8	ISI
